Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Date,Release_Date,Latitude,Longitude
PP507074.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00588/2023,USA,Homo sapiens,2023-10-06,3/26/2024,39.7837304,-100.445882
PP507075.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00602/2023,USA,Homo sapiens,2023-10-12,3/26/2024,39.7837304,-100.445882
PP507076.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00603/2023,USA,Homo sapiens,2023-10-23,3/26/2024,39.7837304,-100.445882
PP507077.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00609/2023,USA,Homo sapiens,2023-11-29,3/26/2024,39.7837304,-100.445882
PP507078.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00610/2023,USA,Homo sapiens,2023-11-29,3/26/2024,39.7837304,-100.445882
PP507079.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00589/2023,USA,Homo sapiens,2023-09-08,3/26/2024,39.7837304,-100.445882
PP507080.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00604/2023,USA,Homo sapiens,2023-10-17,3/26/2024,39.7837304,-100.445882
PP507081.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00605/2023,USA,Homo sapiens,2023-10-19,3/26/2024,39.7837304,-100.445882
PP507082.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00611/2023,USA,Homo sapiens,2023-11-02,3/26/2024,39.7837304,-100.445882
PP507083.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.21,IIb,MPXV/Human/USA/CA-LACPHL-MA00612/2023,USA,Homo sapiens,2023-11-07,3/26/2024,39.7837304,-100.445882
PP507084.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,MPXV/Human/USA/CA-LACPHL-MA00614/2023,USA,Homo sapiens,2023-12-05,3/26/2024,39.7837304,-100.445882
PP507085.1,Monkeypox virus,Orthopoxvirus monkeypox,J.1,IIb,MPXV/Human/USA/CA-LACPHL-MA00617/2024,USA,Homo sapiens,2024-02-23,3/26/2024,39.7837304,-100.445882
PP507086.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.21,IIb,MPXV/Human/USA/CA-LACPHL-MA00618/2024,USA,Homo sapiens,2024-02-07,3/26/2024,39.7837304,-100.445882
PP507087.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00590/2023,USA,Homo sapiens,2023-08-10,3/26/2024,39.7837304,-100.445882
PP507088.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00591/2023,USA,Homo sapiens,2023-08-23,3/26/2024,39.7837304,-100.445882
PP507089.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00592/2023,USA,Homo sapiens,2023-08-01,3/26/2024,39.7837304,-100.445882
PP507090.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00593/2023,USA,Homo sapiens,2023-08-18,3/26/2024,39.7837304,-100.445882
PP507091.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00594/2023,USA,Homo sapiens,2023-08-24,3/26/2024,39.7837304,-100.445882
PP507092.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,MPXV/Human/USA/CA-LACPHL-MA00595/2023,USA,Homo sapiens,2023-08-23,3/26/2024,39.7837304,-100.445882
PP507093.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,MPXV/Human/USA/CA-LACPHL-MA00596/2023,USA,Homo sapiens,2023-09-01,3/26/2024,39.7837304,-100.445882
PP507094.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00606/2023,USA,Homo sapiens,2023-10-11,3/26/2024,39.7837304,-100.445882
PP507095.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00615/2023,USA,Homo sapiens,2023-11-27,3/26/2024,39.7837304,-100.445882
PP496048.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Philippines/RITM-002/2022,Philippines: National Capital Region,Homo sapiens,2022-08-16,3/24/2024,14.5736108,121.0329706
PP481184.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0804/2023,Portugal,Homo sapiens,2023-11-30,3/19/2024,39.6621648,-8.1353519
PP481185.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0805/2023,Portugal,Homo sapiens,2023-12-13,3/19/2024,39.6621648,-8.1353519
PP481186.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0806/2023,Portugal,Homo sapiens,2023-11-30,3/19/2024,39.6621648,-8.1353519
PP481187.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0807/2023,Portugal,Homo sapiens,2023-12-27,3/19/2024,39.6621648,-8.1353519
PP481188.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0808/2023,Portugal,Homo sapiens,2023-12-21,3/19/2024,39.6621648,-8.1353519
PP481189.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0809/2023,Portugal,Homo sapiens,2023-12-21,3/19/2024,39.6621648,-8.1353519
PP481190.1,Monkeypox virus,Orthopoxvirus monkeypox,F.5,IIb,MPXV/PT0810/2023,Portugal,Homo sapiens,2023-12-21,3/19/2024,39.6621648,-8.1353519
PP481191.1,Monkeypox virus,Orthopoxvirus monkeypox,F.5,IIb,MPXV/PT0812/2024,Portugal,Homo sapiens,2024-01-06,3/19/2024,39.6621648,-8.1353519
PP481192.1,Monkeypox virus,Orthopoxvirus monkeypox,F.5,IIb,MPXV/PT0813/2024,Portugal,Homo sapiens,2024-01-12,3/19/2024,39.6621648,-8.1353519
PP481193.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0814/2024,Portugal,Homo sapiens,2024-01-15,3/19/2024,39.6621648,-8.1353519
PP481194.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0815/2024,Portugal,Homo sapiens,2024-01-13,3/19/2024,39.6621648,-8.1353519
PP481195.1,Monkeypox virus,Orthopoxvirus monkeypox,F.5,IIb,MPXV/PT0817/2024,Portugal,Homo sapiens,2024-01-18,3/19/2024,39.6621648,-8.1353519
PP481196.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0818/2024,Portugal,Homo sapiens,2024-01-30,3/19/2024,39.6621648,-8.1353519
PP481197.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0819/2024,Portugal,Homo sapiens,2024-02-15,3/19/2024,39.6621648,-8.1353519
PP481198.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0820/2024,Portugal,Homo sapiens,2024-02-15,3/19/2024,39.6621648,-8.1353519
PP481199.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0821/2024,Portugal,Homo sapiens,2024-02-15,3/19/2024,39.6621648,-8.1353519
PP481200.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0822/2024,Portugal,Homo sapiens,2024-02-19,3/19/2024,39.6621648,-8.1353519
PP437878.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00582/2024,USA,Homo sapiens,2024-01-22,3/11/2024,39.7837304,-100.445882
PP437879.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00583/2024,USA,Homo sapiens,2024-01-29,3/11/2024,39.7837304,-100.445882
PP437880.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00584/2024,USA,Homo sapiens,2024-01-22,3/11/2024,39.7837304,-100.445882
PP437881.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00585/2024,USA,Homo sapiens,2024-02-07,3/11/2024,39.7837304,-100.445882
PP415529.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,hMpxV/Philippines/RITM-001/2022,Philippines: National Capital Region,Homo sapiens,2022-07-26,3/6/2024,14.5736108,121.0329706
PP338777.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00567/2024,USA,Homo sapiens,2024-01-24,2/20/2024,39.7837304,-100.445882
PP338778.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00568/2024,USA,Homo sapiens,2024-01-25,2/20/2024,39.7837304,-100.445882
PP338779.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/Human/USA/CA-LACPHL-MA00569/2024,USA,Homo sapiens,2024-01-31,2/20/2024,39.7837304,-100.445882
PP338780.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00570/2024,USA,Homo sapiens,2024-01-27,2/20/2024,39.7837304,-100.445882
PP338781.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00571/2024,USA,Homo sapiens,2024-01-19,2/20/2024,39.7837304,-100.445882
PP338782.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00572/2024,USA,Homo sapiens,2024-01-12,2/20/2024,39.7837304,-100.445882
PP338783.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00573/2024,USA,Homo sapiens,2024-01-11,2/20/2024,39.7837304,-100.445882
PP338784.2,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00574/2024,USA,Homo sapiens,2024-01-22,2/20/2024,39.7837304,-100.445882
PP338785.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00575/2024,USA,Homo sapiens,2024-01-22,2/20/2024,39.7837304,-100.445882
PP338786.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00576/2024,USA,Homo sapiens,2024-01-22,2/20/2024,39.7837304,-100.445882
PP338787.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.21,IIb,MPXV/Human/USA/CA-LACPHL-MA00577/2024,USA,Homo sapiens,2024-01-04,2/20/2024,39.7837304,-100.445882
PP338788.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00578/2024,USA,Homo sapiens,2024-01-02,2/20/2024,39.7837304,-100.445882
PP338789.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00579/2024,USA,Homo sapiens,2024-01-04,2/20/2024,39.7837304,-100.445882
PP338790.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00580/2024,USA,Homo sapiens,2024-01-13,2/20/2024,39.7837304,-100.445882
PP338791.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPXV/Human/USA/CA-LACPHL-MA00581/2024,USA,Homo sapiens,2024-01-13,2/20/2024,39.7837304,-100.445882
PP208823.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPV/Human/USA/CA-LACPHL-MA00566/2023,USA,Homo sapiens,2023-12-22,1/31/2024,39.7837304,-100.445882
PP208824.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,MPV/Human/USA/CA-LACPHL-MA00565/2023,USA,Homo sapiens,2023-12-19,1/31/2024,39.7837304,-100.445882
OP326284.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,hMpxV/Germany/BE-ChVir28607/2022,Germany,Homo sapiens,2022-06-18,1/1/2024,51.1638175,10.4478313
PP024988.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0736/2023,Portugal,Homo sapiens,2023-09-19,12/27/2023,39.6621648,-8.1353519
PP024989.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0737/2023,Portugal,Homo sapiens,2023-09-21,12/27/2023,39.6621648,-8.1353519
PP024990.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0738/2023,Portugal,Homo sapiens,2023-09-22,12/27/2023,39.6621648,-8.1353519
PP024991.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0739/2023,Portugal,Homo sapiens,2023-09-24,12/27/2023,39.6621648,-8.1353519
PP024992.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0740/2023,Portugal,Homo sapiens,2023-09-22,12/27/2023,39.6621648,-8.1353519
PP024993.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0741/2023,Portugal,Homo sapiens,2023-09-25,12/27/2023,39.6621648,-8.1353519
PP024994.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0742/2023,Portugal,Homo sapiens,2023-09-25,12/27/2023,39.6621648,-8.1353519
PP024995.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0744/2023,Portugal,Homo sapiens,2023-09-26,12/27/2023,39.6621648,-8.1353519
PP024996.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0746/2023,Portugal,Homo sapiens,2023-09-27,12/27/2023,39.6621648,-8.1353519
PP024997.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0747/2023,Portugal,Homo sapiens,2023-09-26,12/27/2023,39.6621648,-8.1353519
PP024998.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0748/2023,Portugal,Homo sapiens,2023-09-29,12/27/2023,39.6621648,-8.1353519
PP024999.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0750/2023,Portugal,Homo sapiens,2023-10-02,12/27/2023,39.6621648,-8.1353519
PP025000.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0751/2023,Portugal,Homo sapiens,2023-10-03,12/27/2023,39.6621648,-8.1353519
PP025001.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0752/2023,Portugal,Homo sapiens,2023-10-03,12/27/2023,39.6621648,-8.1353519
PP025002.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0753/2023,Portugal,Homo sapiens,2023-10-03,12/27/2023,39.6621648,-8.1353519
PP025003.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0754/2023,Portugal,Homo sapiens,2023-10-04,12/27/2023,39.6621648,-8.1353519
PP025004.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0756/2023,Portugal,Homo sapiens,2023-10-06,12/27/2023,39.6621648,-8.1353519
PP025005.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0757/2023,Portugal,Homo sapiens,2023-10-04,12/27/2023,39.6621648,-8.1353519
PP025006.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0758/2023,Portugal,Homo sapiens,2023-10-10,12/27/2023,39.6621648,-8.1353519
PP025007.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0759/2023,Portugal,Homo sapiens,2023-10-10,12/27/2023,39.6621648,-8.1353519
PP025008.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0764/2023,Portugal,Homo sapiens,2023-10-13,12/27/2023,39.6621648,-8.1353519
PP025009.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0765/2023,Portugal,Homo sapiens,2023-09-29,12/27/2023,39.6621648,-8.1353519
PP025010.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0767/2023,Portugal,Homo sapiens,2023-10-13,12/27/2023,39.6621648,-8.1353519
PP025011.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0768/2023,Portugal,Homo sapiens,2023-10-12,12/27/2023,39.6621648,-8.1353519
PP025012.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0769/2023,Portugal,Homo sapiens,2023-10-12,12/27/2023,39.6621648,-8.1353519
PP025013.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0770/2023,Portugal,Homo sapiens,2023-10-12,12/27/2023,39.6621648,-8.1353519
PP025014.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0771/2023,Portugal,Homo sapiens,2023-10-12,12/27/2023,39.6621648,-8.1353519
PP025015.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0772/2023,Portugal,Homo sapiens,2023-10-12,12/27/2023,39.6621648,-8.1353519
PP025016.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0773/2023,Portugal,Homo sapiens,2023-10-17,12/27/2023,39.6621648,-8.1353519
PP025017.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0774/2023,Portugal,Homo sapiens,2023-10-18,12/27/2023,39.6621648,-8.1353519
PP025018.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0775/2023,Portugal,Homo sapiens,2023-10-19,12/27/2023,39.6621648,-8.1353519
PP025019.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0776/2023,Portugal,Homo sapiens,2023-10-20,12/27/2023,39.6621648,-8.1353519
PP025020.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0778/2023,Portugal,Homo sapiens,2023-10-27,12/27/2023,39.6621648,-8.1353519
PP025021.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0779/2023,Portugal,Homo sapiens,2023-10-28,12/27/2023,39.6621648,-8.1353519
PP025022.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0780/2023,Portugal,Homo sapiens,2023-10-29,12/27/2023,39.6621648,-8.1353519
PP025023.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0781/2023,Portugal,Homo sapiens,2023-10-26,12/27/2023,39.6621648,-8.1353519
PP025024.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0782/2023,Portugal,Homo sapiens,2023-10-29,12/27/2023,39.6621648,-8.1353519
PP025025.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0783/2023,Portugal,Homo sapiens,2023-10-29,12/27/2023,39.6621648,-8.1353519
PP025026.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0784/2023,Portugal,Homo sapiens,2023-11-01,12/27/2023,39.6621648,-8.1353519
PP025027.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0785/2023,Portugal,Homo sapiens,2023-10-31,12/27/2023,39.6621648,-8.1353519
PP025028.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0787/2023,Portugal,Homo sapiens,2023-11-02,12/27/2023,39.6621648,-8.1353519
PP025029.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0791/2023,Portugal,Homo sapiens,2023-11-08,12/27/2023,39.6621648,-8.1353519
PP025030.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0792/2023,Portugal,Homo sapiens,2023-11-08,12/27/2023,39.6621648,-8.1353519
PP025031.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0793/2023,Portugal,Homo sapiens,2023-11-07,12/27/2023,39.6621648,-8.1353519
PP025032.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0794/2023,Portugal,Homo sapiens,2023-11-09,12/27/2023,39.6621648,-8.1353519
PP025033.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0798/2023,Portugal,Homo sapiens,2023-11-16,12/27/2023,39.6621648,-8.1353519
PP025034.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0799/2023,Portugal,Homo sapiens,2023-11-20,12/27/2023,39.6621648,-8.1353519
PP025035.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0800/2023,Portugal,Homo sapiens,2023-11-18,12/27/2023,39.6621648,-8.1353519
PP025036.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0802/2023,Portugal,Homo sapiens,2023-11-23,12/27/2023,39.6621648,-8.1353519
PP025037.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0803/2023,Portugal,Homo sapiens,2023-11-28,12/27/2023,39.6621648,-8.1353519
OR972728.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,IMB_2541_2023,Germany,Homo sapiens,2023-11-22,12/24/2023,51.1638175,10.4478313
OR855744.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/01-2023,South Korea,Homo sapiens,2023-05-03,12/4/2023,36.638392,127.6961188
OR855745.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/02-2023,South Korea,Homo sapiens,2023-06-01,12/4/2023,36.638392,127.6961188
OR855746.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/03-2023,South Korea,Homo sapiens,2023-06-23,12/4/2023,36.638392,127.6961188
OR855747.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/04-2023,South Korea,Homo sapiens,2023-09-15,12/4/2023,36.638392,127.6961188
OR855748.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/05-2023,South Korea,Homo sapiens,2023-06-23,12/4/2023,36.638392,127.6961188
OR855749.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/06-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855750.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/07-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855751.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/08-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855752.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/09-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855753.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/10-2023,South Korea,Homo sapiens,2023-09-15,12/4/2023,36.638392,127.6961188
OR855754.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/11-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855755.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/12-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855756.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/13-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855757.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/14-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855758.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/15-2023,South Korea,Homo sapiens,2023-07-05,12/4/2023,36.638392,127.6961188
OR855759.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/16-2023,South Korea,Homo sapiens,2023-09-15,12/4/2023,36.638392,127.6961188
OR855760.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/17-2023,South Korea,Homo sapiens,2023-07-12,12/4/2023,36.638392,127.6961188
OR855761.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/18-2023,South Korea,Homo sapiens,2023-09-15,12/4/2023,36.638392,127.6961188
OR855762.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/19-2023,South Korea,Homo sapiens,2023-07-12,12/4/2023,36.638392,127.6961188
OR855763.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/20-2023,South Korea,Homo sapiens,2023-09-15,12/4/2023,36.638392,127.6961188
OR855764.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/21-2023,South Korea,Homo sapiens,2023-09-15,12/4/2023,36.638392,127.6961188
OR855765.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/22-2023,South Korea,Homo sapiens,2023-08-03,12/4/2023,36.638392,127.6961188
OR855766.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/23-2023,South Korea,Homo sapiens,2023-08-28,12/4/2023,36.638392,127.6961188
OR855767.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P53/24-2023,South Korea,Homo sapiens,2023-08-28,12/4/2023,36.638392,127.6961188
OR865754.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0596/2022,Portugal,Homo sapiens,2022-11-29,12/4/2023,39.6621648,-8.1353519
OR865755.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0598/2022,Portugal,Homo sapiens,2022-11-25,12/4/2023,39.6621648,-8.1353519
OR865756.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0599/2022,Portugal,Homo sapiens,2022-11-08,12/4/2023,39.6621648,-8.1353519
OR865757.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0600/2022,Portugal,Homo sapiens,2022-11-08,12/4/2023,39.6621648,-8.1353519
OR865758.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0602/2022,Portugal,Homo sapiens,2022-10-20,12/4/2023,39.6621648,-8.1353519
OR865759.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0603/2022,Portugal,Homo sapiens,2022-09-21,12/4/2023,39.6621648,-8.1353519
