Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Collection_Date,Release_Date
OZ254782.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5250V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/7/2024,4/30/2025
OZ254783.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5262V,Democratic Republic of the Congo:Kongo-central,Homo sapiens,10/24/2024,4/30/2025
OZ254784.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4120C,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/6/2024,4/30/2025
OZ254785.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4226V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/10/2024,4/30/2025
OZ254786.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4474V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/17/2024,4/30/2025
OZ254787.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,RDC-NKV-GOM-MPX-357,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,8/17/2024,4/30/2025
OZ254788.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPXV-GOM-209_ont,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,6/15/2024,4/30/2025
OZ254789.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,RDC-NKV-GOM-MPX-347,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,8/22/2024,4/30/2025
OZ254790.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4119C,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/6/2024,4/30/2025
OZ254791.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,RDC-NKV-GOM-MPX-351,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,7/25/2024,4/30/2025
OZ254792.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4333V,Democratic Republic of the Congo:Maniema,Homo sapiens,10/6/2024,4/30/2025
OZ254793.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4677V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/24/2024,4/30/2025
OZ254794.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4321V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/13/2024,4/30/2025
OZ254795.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4236V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/11/2024,4/30/2025
OZ254796.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4243V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/7/2024,4/30/2025
OZ254797.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4674V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/24/2024,4/30/2025
OZ254798.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4470V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/15/2024,4/30/2025
OZ254799.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4327V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/12/2024,4/30/2025
OZ254800.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4283C,Democratic Republic of the Congo:Sud-Ubangi,Homo sapiens,9/26/2024,4/30/2025
OZ254801.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4682C,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/25/2024,4/30/2025
OZ254802.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5078V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/4/2024,4/30/2025
OZ254803.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5099V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/5/2024,4/30/2025
OZ254804.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4959V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/1/2024,4/30/2025
OZ254805.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4854V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/9/2024,4/30/2025
OZ254806.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4787V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/28/2024,4/30/2025
OZ254807.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4800V,Democratic Republic of the Congo:Sankuru,Homo sapiens,9/28/2024,4/30/2025
OZ254808.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4964V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/30/2024,4/30/2025
OZ254809.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0441C|Bagira|ont|2024-05-08,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,5/8/2024,4/30/2025
OZ254810.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4884V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/31/2024,4/30/2025
OZ254811.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4604V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/22/2024,4/30/2025
OZ254812.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4983C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/17/2024,4/30/2025
OZ254813.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5018C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/17/2024,4/30/2025
OZ254814.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX5178V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/5/2024,4/30/2025
OZ254815.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5188C,Democratic Republic of the Congo:Bas-Uele,Homo sapiens,9/29/2024,4/30/2025
OZ254816.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4852V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/9/2024,4/30/2025
OZ254817.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4928C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/15/2024,4/30/2025
OZ254818.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5180V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/5/2024,4/30/2025
OZ254819.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4951C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/16/2024,4/30/2025
OZ254820.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4826V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/5/2024,4/30/2025
OZ254821.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4850V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/9/2024,4/30/2025
OZ254822.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4745V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/28/2024,4/30/2025
OZ254823.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5040C,Democratic Republic of the Congo:Sud-Ubangi,Homo sapiens,2/15/2020,4/30/2025
OZ254824.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5088V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/4/2024,4/30/2025
OZ254825.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4980V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/1/2024,4/30/2025
OZ254826.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5054V,Democratic Republic of the Congo:Sud-Ubangi,Homo sapiens,10/15/2024,4/30/2025
OZ254827.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4790V,Democratic Republic of the Congo:Sankuru,Homo sapiens,9/30/2024,4/30/2025
OZ254828.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4781V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/26/2024,4/30/2025
OZ254829.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0429C|Ibanda|ont|2024-05-06,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,5/6/2024,4/30/2025
OZ254830.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5174V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/5/2024,4/30/2025
OZ254831.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4988V,Democratic Republic of the Congo:Sud-Ubangi,Homo sapiens,10/6/2024,4/30/2025
OZ254832.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5142V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/1/2024,4/30/2025
OZ254833.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4986C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/16/2024,4/30/2025
OZ254834.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5082V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/4/2024,4/30/2025
OZ254835.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4821V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/7/2024,4/30/2025
OZ254836.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4751V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/14/2024,4/30/2025
OZ254837.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5060V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/4/2024,4/30/2025
OZ254838.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4967V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/30/2024,4/30/2025
OZ254839.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5162V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/6/2024,4/30/2025
OZ254840.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4702V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/27/2024,4/30/2025
OZ254841.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4974V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/1/2024,4/30/2025
OZ254842.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4772C,Democratic Republic of the Congo:Sankuru,Homo sapiens,9/9/2024,4/30/2025
OZ254843.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4631V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/24/2024,4/30/2025
OZ254844.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4948C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/18/2024,4/30/2025
OZ254845.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5084V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/4/2024,4/30/2025
OZ254846.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4806V,Democratic Republic of the Congo:Sankuru,Homo sapiens,9/26/2024,4/30/2025
OZ254847.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4901V,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/13/2024,4/30/2025
OZ254848.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4789V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/22/2024,4/30/2025
OZ254849.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0305Or|Kamituga|ilm|2024-04-XX,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,4/30/2024,4/30/2025
OZ254850.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4857V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/9/2024,4/30/2025
OZ254851.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4942C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/17/2024,4/30/2025
OZ254852.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4945C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,9/7/2024,4/30/2025
OZ254853.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4704V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/27/2024,4/30/2025
OZ254854.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4779V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/26/2024,4/30/2025
OZ254855.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5102V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/5/2024,4/30/2025
OZ254856.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4955C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/18/2024,4/30/2025
OZ254857.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4861V,Democratic Republic of the Congo:Sankuru,Homo sapiens,10/17/2024,4/30/2025
OZ254858.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4918C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/16/2024,4/30/2025
OZ254859.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4783V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/27/2024,4/30/2025
OZ254860.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4953C,Democratic Republic of the Congo:Tshuapa,Homo sapiens,10/17/2024,4/30/2025
OZ254861.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5080V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,11/4/2024,4/30/2025
OZ254862.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0442Or|Bagira|ont|2024-05-08,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,5/8/2024,4/30/2025
OZ254863.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4786V,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/27/2024,4/30/2025
OZ254864.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0759Or|Uvira|ont|2024-06-06,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,6/6/2024,4/30/2025
OZ254865.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPX4117C,Democratic Republic of the Congo:Kinshasa,Homo sapiens,10/6/2024,4/30/2025
OZ254866.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0511S|Ibanda|ont|2024-05-14,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,5/14/2024,4/30/2025
OZ254867.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0534C|Nyantende|ont|2024-05-18,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,5/18/2024,4/30/2025
OZ254868.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0792C|Ibanda|ont|2024-06-12,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,6/12/2024,4/30/2025
OZ254869.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0796C|Ibanda|ont|2024-06-13,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,6/13/2024,4/30/2025
OZ254870.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0802C|Ibanda|ont|2024-06-07,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,6/7/2024,4/30/2025
OZ254871.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0869C|Ibanda|ont|2024-06-11,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,6/11/2024,4/30/2025
OZ254872.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4045V,Democratic Republic of the Congo:Equateur,Homo sapiens,9/24/2024,4/30/2025
OZ254873.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX4047V,Democratic Republic of the Congo:Equateur,Homo sapiens,9/13/2024,4/30/2025
OZ254898.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx924|Kimbi-Lulenge|ont|2024-06-01,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,6/1/2024,4/30/2025
OZ254899.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0811C|Ibanda|ont|2024-06-14,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,6/14/2024,4/30/2025
OZ254900.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,skv-mpx0296C|Ibanda|ilm|2024-04-20,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,4/20/2024,4/30/2025
OZ254901.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ia,24MPX5197V,Democratic Republic of the Congo:Bas-Uele,Homo sapiens,9/22/2024,4/30/2025
OZ254902.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPXV-GOM-64_S8_ilm,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,6/15/2024,4/30/2025
OZ254903.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPXV-GOM-928A_ont,Democratic Republic of the Congo:Sud-Kivu,Homo sapiens,7/23/2024,4/30/2025
OZ254904.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPXV-GOM-208_ont,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,6/15/2024,4/30/2025
OZ254905.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPXV-GOM-255_ont,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,6/15/2024,4/30/2025
OZ254906.1,Monkeypox virus,Orthopoxvirus monkeypox,,Ib,24MPXV-GOM-65_S1_ilm,Democratic Republic of the Congo:Nord-Kivu,Homo sapiens,6/15/2024,4/30/2025
PV584373.1,Monkeypox virus,Orthopoxvirus monkeypox,G.1,IIb,MPXV_USA_2025_MA0232,USA: MA,Homo sapiens,2025-04,4/30/2025
PV584374.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0216/2025,"USA: IL, Chicago",Homo sapiens,1/14/2025,4/30/2025
PV584375.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0217/2025,"USA: IL, Chicago",Homo sapiens,2/15/2025,4/30/2025
PV584376.1,Monkeypox virus,Orthopoxvirus monkeypox,G.1,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0218/2025,"USA: IL, Chicago",Homo sapiens,3/22/2025,4/30/2025
PV584377.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0211/2024,"USA: IL, Chicago",Homo sapiens,10/28/2024,4/30/2025
PV584378.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0213/2024,"USA: IL, Chicago",Homo sapiens,11/27/2024,4/30/2025
PV584379.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0215/2025,"USA: IL, Chicago",Homo sapiens,1/6/2025,4/30/2025
PV577064.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,MPXV_NIMR001_FCT_2024,Nigeria: FCT,,2024-10,4/29/2025
PV577065.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,MPXV_NIMR002_FCT_2024,Nigeria: FCT,Homo sapiens,2024-10,4/29/2025
PV577066.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,MPXV_NIMR003_FCT_2024,Nigeria: FCT,Homo sapiens,2024-10,4/29/2025
PV577067.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,MPXV_NIMR004_JOS_2024,Nigeria: JOS,Homo sapiens,2024-11,4/29/2025
PV577068.1,Monkeypox virus,Orthopoxvirus monkeypox,,IIb,MPXV_NIMR005_LAG_2024,Nigeria: LAGOS,,2024-01,4/29/2025
PV577069.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,MPXV_NIMR006_LAG_2023,Nigeria: LAGOS,Homo sapiens,2023-12,4/29/2025
PV577070.1,Monkeypox virus,Orthopoxvirus monkeypox,,IIb,MPXV_NIMR007_LAG_2023,Nigeria: LAGOS,Homo sapiens,2023-12,4/29/2025
PV577071.1,Monkeypox virus,Orthopoxvirus monkeypox,,unassigned,MPXV_NIMR008_FCT_2024,Nigeria: FCT,Homo sapiens,2024-11,4/29/2025
PV577072.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.2,IIb,MPXV_NIMR009_FCT_2024,Nigeria: FCT,Homo sapiens,2024-11,4/29/2025
PV577073.1,Monkeypox virus,Orthopoxvirus monkeypox,,IIb,MPXV_NIMR010_Ebonyi_2024,Nigeria: Ebonyi,,2024-10,4/29/2025
PV577074.1,Monkeypox virus,Orthopoxvirus monkeypox,,IIb,MPXV_NIMR011A_Ebonyi_2024,Nigeria: Ebonyi,Homo sapiens,2024-10,4/29/2025
PV577075.1,Monkeypox virus,Orthopoxvirus monkeypox,,unassigned,MPXV_NIMR011B_Ebonyi_2024,Nigeria: Ebonyi,Homo sapiens,2024-10,4/29/2025
PV577076.1,Monkeypox virus,Orthopoxvirus monkeypox,,unassigned,MPXV_NIMR011C_Ebonyi_2024,Nigeria: Ebonyi,Homo sapiens,2024-10,4/29/2025
PV577077.1,Monkeypox virus,Orthopoxvirus monkeypox,,II,MPXV_NIMR012_Ebonyi_2024,Nigeria: Ebonyi,Homo sapiens,2024-10,4/29/2025
PV568843.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,MPXV/Germany/2025/ON/RKI1312,Germany,Homo sapiens,2025-04,4/25/2025
PV568844.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1313,Germany,Homo sapiens,2025-04,4/25/2025
PV568845.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,MPXV/Germany/2025/ON/RKI1314,Germany,Homo sapiens,2025-04,4/25/2025
PV568846.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1315,Germany,Homo sapiens,2025-04,4/25/2025
PV568847.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2.1,IIb,MPXV/Germany/2025/ON/RKI1316,Germany,Homo sapiens,2025-04,4/25/2025
PV568848.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,MPXV/Germany/2025/ON/RKI1317,Germany,Homo sapiens,2025-04,4/25/2025
PV568849.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1318,Germany,Homo sapiens,2025-04,4/25/2025
PV568850.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1319,Germany,Homo sapiens,2025-04,4/25/2025
PV568851.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1320,Germany,Homo sapiens,2025-04,4/25/2025
PV568852.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,MPXV/Germany/2025/ON/RKI1321,Germany,Homo sapiens,2025-04,4/25/2025
PV568853.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,MPXV/Germany/2025/ON/RKI1322,Germany,Homo sapiens,2025-04,4/25/2025
PV568854.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1323,Germany,Homo sapiens,2025-04,4/25/2025
PV535596.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,MPXV/Germany/2025/ON/RKI1274,Germany,Homo sapiens,2025-01,4/22/2025
PV535597.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,MPXV/Germany/2025/ON/RKI1275,Germany,Homo sapiens,2025-03,4/22/2025
PV535598.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1276,Germany,Homo sapiens,2025-03,4/22/2025
PV535599.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,MPXV/Germany/2025/ON/RKI1277,Germany,Homo sapiens,2025-03,4/22/2025
PV535600.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1278,Germany,Homo sapiens,2025-03,4/22/2025
PV535601.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2.1,IIb,MPXV/Germany/2025/ON/RKI1279,Germany,Homo sapiens,2025-03,4/22/2025
PV535602.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,MPXV/Germany/2025/ON/RKI1280,Germany,Homo sapiens,2025-03,4/22/2025
PV535603.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,MPXV/Germany/2025/ON/RKI1281,Germany,Homo sapiens,2025-03,4/22/2025
PV535604.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1282,Germany,Homo sapiens,2025-03,4/22/2025
PV535605.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1283,Germany,Homo sapiens,2025-03,4/22/2025
PV535606.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1284,Germany,Homo sapiens,2025-03,4/22/2025
PV535607.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4,IIb,MPXV/Germany/2025/ON/RKI1285,Germany,Homo sapiens,2025-03,4/22/2025
PV535608.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1286,Germany,Homo sapiens,2025-03,4/22/2025
PV535609.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2.1,IIb,MPXV/Germany/2025/ON/RKI1287,Germany,Homo sapiens,2025-03,4/22/2025
PV535610.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2.1,IIb,MPXV/Germany/2025/ON/RKI1288,Germany,Homo sapiens,2025-03,4/22/2025
PV535611.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2.1,IIb,MPXV/Germany/2025/ON/RKI1289,Germany,Homo sapiens,2025-03,4/22/2025
PV535612.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1290,Germany,Homo sapiens,2025-03,4/22/2025
PV535613.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.2,IIb,MPXV/Germany/2025/ON/RKI1291,Germany,Homo sapiens,2025-03,4/22/2025
PV535614.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1.1,IIb,MPXV/Germany/2025/ON/RKI1292,Germany,Homo sapiens,2025-03,4/22/2025
PV535615.1,Monkeypox virus,Orthopoxvirus monkeypox,F.4.1,IIb,MPXV/Germany/2025/ON/RKI1293,Germany,Homo sapiens,2025-03,4/22/2025
PV535616.1,Monkeypox virus,Orthopoxvirus monkeypox,F.2.1,IIb,MPXV/Germany/2025/ON/RKI1294,Germany,Homo sapiens,2025-03,4/22/2025
